Date,LLOY_Open,LLOY_High,LLOY_Low,LLOY_Close,LLOY_Change,LLOY_Percent,LSE_Price,LSE_Open,LSE_High,LSE_Low,LSE_Change,LSE_Percent,2 MYYC,10 MYYC,2s10s
6-Apr-20,28.525,29.940001,28.148001,29.940001,-0.0473,-4.7261,7064.00,7332.00,7533.30,6804.00,-0.0189,-1.8900,0.11,0.32,0.2010
7-Apr-20,30.639999,32.325001,30.25,31.219999,-0.0186,-1.8578,7180.00,7274.00,7426.00,7006.00,0.0164,1.6400,0.11,0.34,0.2244
8-Apr-20,30.014999,31.860001,29.913,31.860001,-0.0579,-5.7910,7126.00,7096.00,7234.00,6972.00,-0.0075,-0.7500,0.10,0.32,0.2279
9-Apr-20,32.099998,35.355,32.02,33.389999,-0.0386,-3.8634,7232.00,7182.00,7262.00,6968.00,0.0149,1.4900,0.11,0.34,0.2337
14-Apr-20,33.014999,33.400002,31.705,31.785,0.0387,3.8697,7244.00,7314.00,7368.00,7179.00,0.0017,0.1700,0.15,0.40,0.2448
15-Apr-20,31.434999,31.690001,29.68,29.745001,0.0568,5.6816,7064.00,7150.00,7230.00,6982.00,-0.0248,-2.4800,0.12,0.38,0.2660
16-Apr-20,29.725,30.9,29.135,29.434999,0.0099,0.9852,7262.00,7110.00,7320.00,7034.00,0.0280,2.8000,0.05,0.31,0.2613
17-Apr-20,30.25,31.299999,29.889999,30.450001,-0.0066,-0.6568,7482.00,7436.00,7592.00,7346.00,0.0303,3.0300,,,0.0000
20-Apr-20,30.65,30.941,29.6,30.120001,0.0176,1.7596,7542.00,7550.00,7633.40,7416.40,0.0080,0.8000,,,0.0000
21-Apr-20,29.299999,30.171,29.125,29.219999,0.0027,0.2738,7350.00,7516.00,7818.00,7350.00,-0.0255,-2.5500,0.08,0.33,0.2514
